id,timestamp,device_id,millisecons,lon,lat,latitude_raw,longitude_raw,timestamp_gps,direction
44,2017-06-25 02:03:32.095480,17,0,512703.430000,4663643.520000,4676208.065329,523673.197454,2017-06-07 02:03:30,0
45,2017-06-25 02:03:33.895833,17,0,512703.430000,4663643.520000,4676208.065329,523673.197454,2017-06-07 02:03:30,0
46,2017-06-25 02:03:33.801728,17,0,512703.430000,4663643.520000,4676208.176168,523673.139324,2017-06-07 02:03:33,0
47,2017-06-25 02:03:33.797473,16,207689,512705.103162,4663646.501367,-500.000000,-500.000000,2017-06-07 02:03:33,0
48,2017-06-25 02:03:35.239122,17,0,512703.430000,4663643.520000,4676208.198347,523673.130998,2017-06-07 02:03:33,0
49,2017-06-25 02:03:37.243967,17,0,512703.430000,4663643.520000,4676208.198347,523673.130998,2017-06-07 02:03:33,0
50,2017-06-25 02:03:36.916053,17,0,512703.430000,4663643.520000,4676208.264967,523673.130774,2017-06-07 02:03:35,0
51,2017-06-25 02:03:38.229288,17,0,512703.430000,4663643.520000,4676208.375890,523673.097397,2017-06-07 02:03:37,0
52,2017-06-25 02:03:39.760110,17,0,512703.430000,4663643.520000,4676208.375890,523673.097397,2017-06-07 02:03:37,0
53,2017-06-25 02:03:39.642934,17,0,512703.430000,4663643.520000,4676208.508964,523673.047443,2017-06-07 02:03:38,0
54,2017-06-25 02:03:40.983221,17,0,512703.430000,4663643.520000,4676208.675264,523672.972624,2017-06-07 02:03:39,0
55,2017-06-25 02:03:42.808326,17,0,512703.430000,4663643.520000,4676208.675264,523672.972624,2017-06-07 02:03:39,0
56,2017-06-25 02:03:42.505947,17,0,512703.430000,4663643.520000,4676208.786131,523672.922745,2017-06-07 02:03:41,0
57,2017-06-25 02:03:43.928226,17,0,512703.430000,4663643.520000,4676208.930280,523672.864503,2017-06-07 02:03:42,0
58,2017-06-25 02:03:45.629777,17,0,512703.430000,4663643.520000,4676208.930280,523672.864503,2017-06-07 02:03:42,0
59,2017-06-25 02:03:45.275478,17,0,512703.430000,4663643.520000,4676209.030127,523672.839414,2017-06-07 02:03:44,0
60,2017-06-25 02:03:46.479683,17,0,512703.430000,4663643.520000,4676209.096636,523672.806187,2017-06-07 02:03:45,0
61,2017-06-25 02:03:48.288479,17,0,512703.430000,4663643.520000,4676209.096636,523672.806187,2017-06-07 02:03:45,0
62,2017-06-25 02:03:47.913458,17,0,512703.430000,4663643.520000,4676209.096608,523672.797936,2017-06-07 02:03:46,0
63,2017-06-25 02:03:49.314461,17,0,512703.430000,4663643.520000,4676209.174193,523672.756420,2017-06-07 02:03:48,0
64,2017-06-25 02:03:51.109274,17,0,512703.430000,4663643.520000,4676209.174193,523672.756420,2017-06-07 02:03:48,0
65,2017-06-25 02:03:50.760759,17,0,512703.430000,4663643.520000,4676209.152070,523672.781247,2017-06-07 02:03:49,0
66,2017-06-25 02:03:52.618438,17,0,512703.430000,4663643.520000,4676209.152070,523672.781247,2017-06-07 02:03:49,0
